RefNum,Semester,DepartmentInfo,Name,TimeInfo,Credits,Professor,Description
50922,F,SSFT 212 D,"SCIENCE, FAITH, AND TECHNOLOGY",WF 1:00 PM-1:50 PM,2,Glenn A. Marsch,"SSFT 212. SCIENCE, FAITH, AND TECHNOLOGY. This course is designed to give a theological, philosophical, and historical rationale for why Christians do science. What science is, how and why it developed in the context of Western Christianity, and how Christians are to respond to scientific information and theory will be considered. Particular emphasis will be given to biblical and scientific perspectives on the origin of the universe, the origin of organic life, and human origins. Selected topics in modern science and technology, such as cloning, stem cell research, chimeras, cosmology, quantum physics, and artificial intelligence, will also be addressed. Prerequisites: Humanities 102 (or Religion 211 and 212); and a lab science. The lab science may be taken concurrently with this course. Semester course, two hours."
50474,F,SOCW 101 A,FOUNDATIONS OF SOCIAL WORK,W 3:00 PM-5:30 PM,3,Jennifer C. Hollenberger,"SOCW 101. FOUNDATIONS OF SOCIAL WORK. This foundational course introduces students to the rich and diverse discipline of social work and its widespread societal contributions. Students will learn the fundamentals of generalist social work; the ethics, tenets, and history of the profession; as well as an overview of the social welfare system in America. Examination of prominent social work values, philosophical assumptions, and theories occurs throughout the course. Discussions of the diverse populations and settings served by social workers are also discussed. Thoughtfully integrating the core values of social work and Biblical view of human nature is a particular aim of the course. Semester course, three hours."
50508,F,SOCW 205 A,SOCIAL SERVICE PROGRAMS & GRANTS,MWF 9:00 AM-9:50 AM,3,Lisa L. Hosack,"SOCW 205. SOCIAL SERVICE PROGRAMS AND GRANTS. This course introduces students to conceptualizing social problems through careful problem analysis and the development of effective programmatic responses. Because social service agencies are widely funded through public and private grants, students will also be introduced to the process of grant writing. Emphasis is placed throughout the course on responding to human need through service that demonstrates compassion, competence, and a commitment to promoting human dignity and flourishing. Fall semester only, three hours."
50507,F,SOCW 280 A,INTERNATIONAL SOCIAL PROBLEMS,TR 9:30 AM-10:45 AM,3,Vannessa G. Vassar-Bush,"SOCW 280. INTERNATIONAL SOCIAL PROBLEMS. This course, designed both for students of social work and students of any major interested in issues of international social justice, examines the history and development of these problems from micro and macro perspectives, exploring the social, political, and economic dynamics that catalyze and perpetuate unjust practices as well as the everyday experiences of those directly impacted. A social development model will be introduced, as well as case studies and readings from the Global South that encourage students to consider cross-cultural perspectives on the efficacy of social development practices. Not solely a theoretical examination, the course will encourage students to formulate and integrate ideas grounded in knowledge about cross-cultural social work practice, human development, and theology. Prerequisite: Social Work 101 and 264. Fall semester only, three hours."
50477,F,SOCW 302 A,GENERALIST PRACTICE I,MWF 12:00 PM-12:50 PM,3,Jennifer C. Hollenberger,"SOCW 302. GENERALIST PRACTICE I. This course introduces the generalist practice model of social work including theoretical frameworks, epistemological foundations, values and ethics, and practice approaches with individuals and families situated in a diverse range of environments. The study of social work functions, knowledge formation, and foundational skills are integral to the course. Additionally, the development of micro-level observation, assessment, interviewing, and clinical analysis utilizing a problem-solving approach is a primary emphasis. Prerequisites: Social Work 101 and 264. Fall semester only, three hours."
50478,F,SOCW 342 A,SOCIAL WELFARE POLICY ANALYSIS,MWF 10:00 AM-10:50 AM,3,Jennifer C. Hollenberger,"SOCW 342. SOCIAL WELFARE POLICY ANALYSIS. This course carefully analyzes and evaluates social welfare policies and programs as responses to defined social problems within their historical, political, and economic contexts. Past and present social welfare policies will be evaluated from a generalist perspective and students will be encouraged to critically analyze policies for both their efficacy and intended and unintended consequences. Policies related to poverty, advocacy, mental health, homelessness, racism, and child welfare will be specifically examined for their relevance to the practice of social work. Prerequisite: Social Work 101 and 264. Fall semester only, three hours."
50479,F,SOCW 420 A,FIELD PLACEMENT I,,4,Vannessa G. Vassar-Bush,"SOCW 420. FIELD PLACEMENT I. In this course, students are placed in social service organizations under the supervision of social work practitioners who are �teachers� in the field (field instructors) and under the careful guidance of the on-campus faculty. Students do not simply �work� in the setting, but are guided by specific learning outcomes. The goals of the field placement experience are to link the traditional curriculum with experiential learning through the development of a professional self and the development of foundational generalist practice skills with clients and client systems. Prerequisites: Senior status and faculty approval. Fall semester only, four hours."
50480,F,SOCW 425 A,FIELD PLACEMENT SEMINAR I,W 1:00 PM-2:50 PM,2,Vannessa G. Vassar-Bush,"SOCW 425. FIELD PLACEMENT SEMINAR I. The purpose of the seminar is to collectively discuss case scenarios, as well as interpersonal dynamics with relevance to the development of competent social work practice. Some of the course seminars will also be topical in nature, covering experiential components of social work practice such as confidentiality, boundaries, ethics, integration of faith and practice, and professional self-care. Prerequisites: Senior standing and faculty approval. Fall semester only, two hours."
51709,F,SOCW 460 A,INDEPENDENT STUDY,,3,Jennifer C. Hollenberger,"SOCW 460. INDEPENDENT STUDY. Opportunity for students to do independent study work in a specialized area of social work. Senior standing, permission of the department chair, and a faculty sponsor are required. Semester course, one, two or three hours."
50466,F,SOCI 101 A,FOUNDATIONS OF SOCIOLOGY,MWF 3:00 PM-3:50 PM,3,Dr. Martin Bright,"SOCI 101. FOUNDATIONS OF SOCIOLOGY. An introductory study of the major and enduring theoretical ideas, concepts, methods, and debates that have shaped and informed the discipline of sociology from its inception to the current day. Topics include the origins of the discipline, the social conditions under which humans may thrive, social order, religion, and inequality. Attention is also paid to the ways in which the Christian tradition perceives and in some cases may challenge contemporary social conditions. Recommended to precede all other Sociology courses. Semester course, three hours."
50467,F,SOCI 101 B,FOUNDATIONS OF SOCIOLOGY,MWF 12:00 PM-12:50 PM,3,Dr. David J. Ayers PhD,"SOCI 101. FOUNDATIONS OF SOCIOLOGY. An introductory study of the major and enduring theoretical ideas, concepts, methods, and debates that have shaped and informed the discipline of sociology from its inception to the current day. Topics include the origins of the discipline, the social conditions under which humans may thrive, social order, religion, and inequality. Attention is also paid to the ways in which the Christian tradition perceives and in some cases may challenge contemporary social conditions. Recommended to precede all other Sociology courses. Semester course, three hours."
50468,F,SOCI 103 A,FOUND OF CULTURAL ANTHROPOLOGY,TR 11:00 AM-12:15 PM,3,Dr. David J. Ayers PhD,"SOCI 103. FOUNDATIONS OF CULTURAL ANTHROPOLOGY. An introduction to the study of culture, its meaning and significance for human beings, and the ways in which man organizes his activities to meet universal human needs, especially in simpler societies. Semester course, three hours."
50469,F,SOCI 201 A,SOCIAL PROBLEMS,MWF 2:00 PM-2:50 PM,3,George Van Campbell,"SOCI 201. SOCIAL PROBLEMS. An analysis of American social problems such as family, sexuality, drugs, crime, health, poverty, race, and global problems such as population, the environment, religion, war and terrorism. Fall semester only, three hours."
50472,F,SOCI 241 A,MEDICAL ANTHROPOLOGY,,3,Dr. David J. Ayers PhD,"SOCI 241. MEDICAL ANTHROPOLOGY. A study of the social and cultural aspects of medicine and health, strongly emphasizing the results of cross-cultural and comparative research. Topics include health professionals and services around the world, alternative healers, the demography of health and illness, and privatized versus government-sponsored health care systems. Offered periodically, semester course, three hours."
